"x"	"y"	"z"
100.195359582132	452.87866068838	-199.757903762264
101.245212022897	453.1658314084	-200.256225503485
99.9823192488843	446.458675602628	-200.983371326787
99.2180186245568	445.770733524478	-197.375286507603
96.439813298996	433.053894716813	-195.138403206844
104.791144477682	465.547502297962	-206.916782698622
100.186300047063	450.675699263232	-197.677537313375
101.0468716242	452.924357575413	-203.463750342396
105.358781095062	472.702948575572	-212.591054909727
106.80600476198	473.55721450702	-213.234823912906
106.205181257469	476.140464136919	-215.794372295297
98.7107753383643	448.357387467359	-200.353503684082
102.648568583601	457.6775722781	-204.904147596927
106.558931280788	479.302431491851	-209.375693157177
94.7270143972315	427.866558503202	-191.19652265861
94.5402368200546	428.765546633144	-190.401708380425
100.493430836248	452.702001497638	-200.671271635464
97.6318785447862	441.243247228582	-195.729336521076
108.711215223611	481.811009343552	-214.463863232095
105.01249874323	472.277056056461	-209.597512560625
89.2933671394506	408.956377135273	-178.323847929789
93.3360727194448	426.935265229169	-183.603843081323
103.36990944013	463.947981113419	-206.282748183161
101.542025302135	459.315916758284	-206.555073333097
108.553886834567	485.304040053998	-219.037628840722
100.85119654529	449.555283006736	-201.295152111206
107.362090716279	480.939965474052	-212.352958696247
92.1512037328395	415.591097669285	-187.142303626786
95.7355918446481	430.528718246119	-191.581508344024
100.664626113308	452.639016336506	-199.670203471896
98.0453430211222	444.058665153404	-192.538628181828
96.7842233857311	433.943157501961	-190.952767419851
95.2664980652608	432.539200651219	-191.463958590637
97.8437411358797	444.753254442375	-197.102117965412
93.7717206757455	428.504476187725	-184.284777250132
97.3131060506212	441.811726895717	-198.174634845736
103.654301678413	460.641733631958	-210.392592535584
96.9310533451816	436.549917593958	-190.626866180632
103.681082481487	466.949369683736	-209.776315182382
101.316775943759	455.371657874996	-199.948691490389
101.590460166054	452.435146831717	-202.156415998375
91.4085230400405	418.125826651822	-182.186185146048
92.3406003492289	416.175947672637	-188.103531079804
100.567046478711	455.254708423627	-202.867057584864
107.00310360698	476.685928704662	-210.891233806723
103.7824410318	465.130102495318	-210.266692673147
99.5449451913646	446.824200530559	-199.63250808186
105.085338467068	470.312875160153	-208.126721494436
99.4592065962733	446.411730161963	-199.943784209481
99.9611094979533	448.857704402492	-202.486742195478
106.119089939445	471.509234051407	-210.822521742063
95.244321336728	428.025192770141	-191.740036954619
99.4172540482846	444.414136787418	-200.152433747194
96.5405149620547	435.731500887334	-189.513232177603
97.8247648752082	441.772735424255	-193.949777332093
93.4921879513233	422.089261463302	-186.882127667973
100.484284180295	448.372026481051	-199.608541697422
103.924420761186	467.124181327443	-208.969759779533
99.6516877662735	449.950345085326	-197.512411178719
98.8104607003083	446.064615536963	-200.386869260349
102.454347380788	459.09017947643	-202.887264397699
105.398122350134	468.795076690271	-214.118801452976
103.951082522778	467.472581337324	-210.584342343325
103.199743737811	463.56728890117	-202.554391282372
105.653532462271	472.635735012898	-207.824983747832
96.0439062848124	434.928923174141	-195.560977278907
99.7471746135249	445.308572137256	-199.240970718438
103.768438109573	463.839795905738	-211.093838187683
97.6222268041396	439.112723891134	-196.218660990927
102.868727818758	460.978701603312	-208.40232406123
100.340516529483	452.953724076857	-200.212556262444
104.140623325068	468.284067165314	-206.331966546469
92.6115402645422	421.735618750002	-188.748949079024
101.325609995911	458.160241257107	-203.187424128729
104.089712799088	469.105281911897	-208.955831809954
102.204768249729	457.49801097237	-201.600749272783
105.763493253824	475.094958219573	-213.123523388005
99.7031239397109	452.273047329944	-195.999255661899
99.5473823833583	445.561426148686	-195.146482118843
103.425919348582	461.704741404295	-206.031798806459
99.2576635999746	445.59819080053	-194.853197460653
105.712207399612	469.220395149013	-210.347174805264
108.327069776373	486.470156409809	-215.42919918943
97.7300395795752	438.204540659731	-191.67925371745
95.6489743042851	433.641647449553	-192.532096278316
105.284040775043	467.678519019431	-208.528933880639
102.872647403492	462.133073526375	-203.535915852963
102.878017575706	464.959600129137	-207.464854006175
96.139607077021	437.936277460395	-192.703282055489
100.665835117543	455.836641874512	-200.845383114356
104.241373463737	468.467667422138	-207.402379619365
98.5351037440618	447.57842750541	-195.377245582974
101.359096481337	453.536662810902	-205.861888926217
90.7344485565419	411.579501808568	-182.527653846396
104.753391651161	472.478141463188	-205.559638821902
94.4386558940195	425.372942107741	-189.419286114634
93.6552599067826	428.552659323448	-183.876473552556
105.211735296796	468.919263812851	-213.834749318259
102.947272728129	461.836577374216	-205.27271978916
97.7155620433653	443.971797742426	-193.779463247637
98.3184767756975	446.274140738095	-196.764453411175
103.583677515715	466.170883930665	-210.211516982596
104.362817678627	464.967730904105	-211.194933490878
99.7918860293734	445.868504515215	-203.267249553609
97.3196806175841	435.840010394985	-194.704473177757
98.4017950241056	443.761997793083	-198.089324396209
101.735560383785	456.305351606189	-203.926685082069
99.2499443464838	443.576341366367	-196.615928090165
96.0251801852406	430.634433934575	-191.905870204845
96.3103591911292	436.882356500172	-193.574834464076
99.9096540013166	453.444783360072	-198.348666860877
99.9570405945814	448.813961532593	-199.279254512244
97.9990521904694	443.783023192606	-194.396595452478
99.2733132976329	448.857657332807	-201.365354105313
100.758165785963	450.509840566346	-197.704308476143
102.011955853966	458.785612232778	-205.29694901117
106.695677840481	480.628183660485	-212.251904221913
110.188912609402	490.118611538024	-223.517148719719
102.088595357719	457.077199926583	-203.302385948591
96.4303194878645	434.201419540877	-195.434449037167
102.913250428822	461.81280916822	-207.117263498179
95.3643078911065	430.971832711229	-190.704749769521
105.973135000371	473.418132984251	-211.352730295242
96.6070003345387	432.837007572415	-189.705292523611
101.230727764273	455.02857962794	-205.147067869934
107.732089663175	484.830397973837	-214.913596280421
102.810173403844	462.71713881716	-207.40225638151
100.065238872515	453.443588174765	-199.426878524888
102.565874089688	457.351143260359	-202.547997741433
106.620875872959	473.278905331374	-213.34907613752
96.5614581067077	437.289736625164	-194.657782002529
102.469535972331	461.403305250644	-208.481414130633
105.343346253109	468.185410602306	-210.502333758542
97.8639648899496	441.506499379153	-195.873021900293
102.113491375463	456.91695915348	-205.36625885311
99.7052070879516	445.274976458084	-201.180882973436
100.437837944909	451.542085055573	-200.494062977999
104.40072352448	466.567302637156	-205.504691312269
99.3856879916047	443.932948150117	-200.723665741457
99.3749683567399	445.49566912766	-202.608837763418
98.4545074997468	443.792038892581	-194.290977706763
96.6127220248751	438.476541510202	-196.829608188183
91.3082927920397	417.80411932748	-181.854585848471
97.1283751985092	435.034040290132	-190.4066178199
106.799131040332	478.390316327517	-213.042748678218
99.7232268802366	450.984986351992	-197.626765147879
94.8872446373994	427.409100349231	-192.559801513877
97.698369062995	441.509879460653	-196.850835655862
94.4414220584557	429.838290995732	-187.285325719417
93.9896299681163	424.722076146119	-185.140508135877
103.725014877165	463.602027958761	-208.423793913114
98.8354836697086	445.217205513027	-199.467510429088
102.708679171331	464.265679834617	-201.509806990731
97.4929184334113	436.091617104689	-197.913635575721
94.2300892988341	427.17673250069	-184.636555502964
97.6381937473912	436.896141636705	-194.138769547249
96.8310128119775	436.841349825264	-192.857891294175
96.2725201016419	433.862309524841	-195.248185608559
99.9292137363714	452.477233464557	-202.707795122966
103.972251242331	463.46485407027	-205.845060641556
100.174260096286	451.72551390952	-198.09284966744
91.905876081261	415.907991559473	-186.074912719075
107.579383181384	478.5733630619	-213.441188860638
104.721274154178	468.262656354945	-211.097879458051
109.656653912109	491.86489808494	-221.144722665332
99.0373473443278	445.630315389932	-194.849381887581
108.285157657157	480.163136457741	-213.093904035027
100.930856310489	455.577298779811	-202.237717896154
98.5061266236377	441.538505537584	-198.378899600429
96.6666174707134	436.73696121914	-194.14286908305
94.1463676802728	425.094522079419	-190.93715565836
104.142877041877	468.399173991949	-210.61364217019
105.171498842594	471.40564652741	-207.722502200048
104.575938176686	470.081969316473	-210.374759654226
102.82083432248	461.071379365853	-204.848170033883
101.151379774221	456.816927432598	-202.683532291815
101.03053257176	455.221617953079	-205.315842688626
107.979944974896	485.024679551883	-212.790978841047
98.2175826518238	444.900115661099	-198.331945042013
97.2944241961641	435.493019783568	-192.899529415033
101.646422365618	455.646596856164	-205.296572448558
97.652594321231	441.275211674387	-192.132234269403
94.902529548586	433.463265296863	-192.409724581449
96.4124176905568	436.496404190765	-193.079900462755
102.010640569345	454.14969845242	-201.657337733244
107.60011905521	476.542803304115	-216.468511281456
106.235335438224	471.800215868991	-212.642347601597
95.5778244126667	429.712948630783	-193.069380093007
100.708794702553	455.05478175268	-197.530908235839
108.127653326268	480.526095319119	-216.748253914316
105.636245041899	473.025145095958	-209.427157597245
103.799172557221	465.235388784786	-206.151366938431
100.838837212735	454.121058191513	-198.416478749072
104.89262714475	468.556458668991	-207.698320151412
104.348211850746	468.846794757092	-205.867210175395
99.2260353767404	450.623174666275	-200.41457663981
96.8179995505247	435.745908086791	-194.005254833794
98.8409705749653	443.463128429255	-195.402512230156
94.2557986171892	425.174736428252	-187.777891844134
103.509424996002	460.365841243038	-203.114500033483
99.5791407824016	448.382712770434	-195.737502722163
90.6612646255771	412.578464728645	-178.238027654989
95.6117391984331	431.165876415513	-190.669125340391
101.544773737028	457.451033218068	-199.730385329696
104.083676596505	467.613725404656	-209.845966011951
101.500672790828	454.042660117714	-204.951494557132
95.4364201313146	428.468926216768	-189.105207098329
96.9932061635708	440.526060801671	-196.684102674349
112.258095570793	495.588052216729	-224.659100327546
105.7472185819	472.332148215013	-207.651708990444
101.290221657525	457.945739263353	-200.862155092724
99.570060459365	451.287791538717	-198.314456903244
99.7938686522034	445.280864574513	-197.534951591183
103.159096357275	465.831296601711	-209.977533200477
99.1283778303386	442.91873299036	-195.116139275414
97.8219904864621	443.871248229386	-193.510441421057
98.9016786975143	446.72306452256	-198.025052501505
100.110495602476	450.248513638028	-197.040223370767
103.878708870027	465.598711318775	-208.500237442306
91.2023740239802	410.985788580549	-180.26738394916
107.7923751911	480.699860768334	-212.051700426239
100.719412874893	456.283069862037	-199.317307558837
101.660227053095	458.964803266317	-202.115068957666
102.587362013745	457.647673282723	-201.788016796091
97.3840000621958	437.799508769804	-196.607984459396
95.5202021347657	432.72923314397	-187.359991591486
95.981018973041	435.682912576912	-192.431439076534
102.267074165342	457.647101580863	-206.434773784943
102.536512277953	457.470151239736	-206.172290313852
95.1598561658166	434.309558224161	-187.098569722964
99.6283103341571	452.248380127309	-200.898256672984
94.0863636894804	422.948372069636	-190.458094525093
101.55152267291	459.286872604068	-206.685840395811
97.9574981184898	444.710105181573	-192.425841831091
96.7887823009418	440.013373360231	-190.853423490289
101.105202899369	456.445751825565	-201.30697571311
104.547434343291	470.088180828038	-212.706764136037
93.2366875730424	421.11043550967	-188.315621995173
97.9861295640624	445.151983709322	-193.887081173841
107.686941337301	483.56004289722	-212.034225734876
102.264178828062	460.920291510246	-208.187599704981
110.475237416032	490.38210002118	-219.965465133867
94.4032768818581	429.58935412654	-192.600221611003
100.616148297071	455.078868898939	-197.257409929025
96.3462566638459	431.419879132176	-195.270763538422
104.764019887741	470.316244735698	-208.289167627386
105.348389561171	469.584665046537	-209.40686670295
101.841733183777	454.409182260076	-201.119066557049
106.710110381775	479.598915875214	-210.406723932494
103.867647881695	467.679421367424	-211.075781298949
94.2294081980079	426.475939612723	-185.813289796879
98.9433936612358	443.646094888693	-198.550646430934
104.094076782607	466.484196579651	-211.65497152349
90.7938320850658	410.449366656946	-184.752973617924
101.288816963105	456.731372117125	-200.728644644407
98.2481837173273	440.662432269492	-195.743847622221
98.3071502073597	442.989196659596	-196.337635507607
95.5648295094911	434.594703256226	-194.741615810931
101.476076761328	453.836387113006	-202.029456386478
101.088457269954	458.182472677477	-200.266105529642
102.359600084301	456.522727263825	-207.776802475427
101.487950535502	459.913261374502	-204.043088877594
101.78389799367	453.239444159171	-206.487514286398
102.107393758498	458.42719552903	-205.837846996515
97.4077297678034	439.044933278412	-191.550873263892
104.087348273491	462.683520052589	-211.271346491761
104.376921142722	469.044023676926	-208.237448009273
100.309223930045	452.964096418286	-204.549782679731
98.9014471663919	443.834079661152	-195.502876776611
100.301085777019	455.190452891947	-198.144886071603
103.882076519079	467.215858869266	-207.690396870493
97.9147059072603	444.989168339539	-196.002018724168
103.333325233448	465.600539085074	-207.442031765631
102.820989899762	462.232696670873	-205.29275763306
91.7819795985595	418.37241268526	-187.501021514621
97.2630022367715	439.745584683221	-197.13484210414
94.947049007026	425.878169583983	-186.719202677203
104.625111377223	469.627505521784	-209.094326645849
95.8072573548889	432.572465951279	-187.828803361725
98.2978047536434	443.478391050819	-194.151734702986
99.060507487428	447.073507401781	-194.528762044233
104.76115635203	470.66699579089	-211.239453306006
102.162854890859	459.001506224494	-203.373239605798
99.6429419656652	448.143164917602	-196.924591988214
97.1513229934143	440.510452773279	-190.818111900173
102.016844607951	456.102335423478	-203.820465976496
99.5734277391215	447.708325458827	-196.491708039377
89.6652272166378	406.457783849788	-176.929523086117
103.808798185231	467.05977820105	-206.352980631699
101.898650448738	456.116280132781	-199.832523018064
98.2288329127207	440.69795935078	-193.692688301386
100.627040410206	450.497487078519	-198.214955739263
97.0050792293269	440.004786293812	-194.146800354052
108.117178530726	480.629641737101	-219.475176288399
100.457338163355	451.73823591957	-204.688536445989
105.552737124886	473.770869810756	-215.029956563683
105.425936356894	471.029595022126	-208.267137921901
97.1504732973652	441.599239283338	-197.956623393622
97.2394840268647	442.916676595152	-191.893600508246
101.096981897272	452.29306799461	-205.459090741855
98.4768534783806	441.936202454035	-194.040605704595
104.463315099474	465.769464345635	-212.745285952454
100.689400748004	456.66760514538	-204.973682225917
102.050258061839	454.467532727831	-200.507386270896
92.931186239208	423.263222744579	-188.037187129203
97.3191062749083	438.332166789733	-193.624058327955
101.107811790019	455.053420592335	-202.698663126795
101.727871104241	455.861927790956	-202.6575572176
96.1564337802507	436.167762147417	-188.56379629959
100.109722263394	448.533605209476	-196.26580615571
98.521592982695	440.709582642186	-198.85491605778
103.231369753187	461.380012802057	-208.165391746545
101.190130951894	458.506746113619	-204.780444441521
100.092222778019	454.289709008798	-202.614487634754
104.407657845582	471.519725418401	-204.887291402902
99.3517860252379	448.966815786051	-195.060797325146
100.34617888641	450.993361849054	-200.642397342109
100.067991607732	447.917549587426	-202.24453333002
100.600689718014	449.774712992752	-201.062845124823
101.931658131232	457.297119290283	-203.24105507354
103.530433577549	461.148612026383	-209.314191747583
101.263699315675	457.772350000963	-204.746948857232
100.912953499126	451.661155091148	-199.224913586639
99.5664624515484	445.979014906859	-200.226994408206
104.420243986125	465.671882846158	-205.448178064429
102.35487638773	455.979183112666	-206.142053195937
98.7344691031654	445.970668068171	-200.50854797755
101.465426529114	456.457322768155	-205.246857945449
96.9556417668771	436.525644393107	-193.437835605549
98.4494947622061	441.120558758638	-197.67237730855
90.596787974424	408.388117144628	-178.877216421441
96.9388005821254	439.413292884541	-194.109236751541
101.84867007031	454.607229474073	-200.711091185493
108.695609884507	488.047816890039	-219.98243602399
91.8531323871343	416.099521899503	-185.264986786013
100.634550264356	453.676002991458	-202.103320763016
96.9735408762116	440.471912172295	-197.907127801627
99.1574720249289	444.468052315623	-195.126896979805
103.02506031496	460.063240739687	-206.655875444962
96.0010620751225	433.238236214889	-195.836089202161
96.225021900427	431.944921908173	-191.389376232037
99.8714757236915	447.201428881394	-201.713864784925
93.9419900075739	428.978136071645	-185.564103811837
93.5238619209433	424.852800738132	-190.130910976821
98.4471450088968	446.452724283356	-200.341436357133
98.4855880915267	442.266894763741	-199.367184104597
93.6198053430163	421.102178353949	-188.891284738732
95.5642533599239	436.049027965897	-191.99727186725
100.222002707111	451.369594269121	-201.612479663763
94.509524247274	426.423529860155	-192.994638418105
105.48526287855	468.13690874105	-212.536184078703
91.76385981217	414.160298431292	-183.278007015586
96.0338980414599	436.587989525373	-189.156517302373
101.007735576822	457.647346354525	-203.941802399915
95.7442196163956	429.150189259521	-194.736639679155
99.1323909801763	445.65391609831	-201.593665123981
96.6470041073345	434.316173614357	-195.232054787397
102.635094519239	456.729366704825	-208.577868952414
101.808030189432	459.417706111251	-206.673752694291
103.199855170468	459.761122643108	-208.909272466363
101.458914753902	452.884054062575	-206.36187085307
108.343784694818	482.854698428055	-217.97858388401
99.7140605777522	450.224684974931	-196.545289826027
100.809352862972	456.037728618258	-199.366365586124
93.8809254652236	427.647173135865	-189.544233184003
98.6476474178493	443.88356721867	-195.510003946259
103.816545447233	463.218657625433	-206.566521029717
100.327370090893	452.981985541127	-203.40406239129
106.83207206744	478.253356989074	-216.44222918412
108.024212152814	481.313091360502	-218.777608607197
96.8483146114533	439.339885339988	-190.535921842287
91.9590032504904	421.335588691395	-185.598491680627
104.545495383378	466.468903029083	-212.942034851628
107.460308446083	476.157370496542	-218.523654364977
104.098470011905	467.090234034479	-207.451451611132
99.1504550433672	443.991672769917	-200.37007968257
100.844145139009	450.349928029928	-203.2551532989
101.784302404346	456.498560792617	-201.212655784956
102.082398712928	459.330083200019	-202.159508245655
101.510247672458	458.2620193754	-202.305732362936
97.5053647645363	437.4427348303	-197.921038441467
97.7095578991889	438.739087784324	-194.399261191318
101.250004612787	455.314827441955	-199.581266559557
97.1702886676421	434.808870472389	-193.559041083978
102.084813941391	457.211628189794	-206.585868394242
101.792751923633	455.00753996693	-199.729101746273
97.9787095760609	439.413453850397	-198.904022213751
99.1735513860595	450.145655951742	-200.896414175302
100.118456078506	454.185820204386	-197.92536536008
108.209376609714	482.324288665569	-218.529642056332
96.925769598088	438.353388493339	-190.968796565861
97.738964882145	443.058106576749	-196.122527149368
106.666653631192	480.142839861782	-212.118450146045
93.8383959716491	422.22809880351	-187.039195179628
104.580184505344	467.769725740048	-210.576310906604
93.7522017434013	427.243035415096	-188.053721643939
101.884886351344	455.10873791361	-204.427587564893
100.143044148937	448.211834298048	-200.102305735262
98.5925990706896	442.974356582623	-197.727620950085
96.2249800006609	438.520352942023	-194.987757742912
101.469506463419	456.121660943744	-206.376696417871
92.5381131499669	420.169047929957	-181.357471736457
100.442215745704	455.659465292072	-200.541615278262
98.0534802328281	441.100657504964	-194.117655692148
104.790128500991	468.264214658543	-209.142848359138
106.051329713886	477.969581008379	-210.657906147864
97.0929330516111	441.431644603038	-196.184079524774
99.00855453466	449.966331791687	-199.741392654643
100.537716757076	450.884702798124	-204.062133423122
104.3412714617	467.07296696963	-207.1318944651
105.184583668222	473.464376448086	-207.328409220277
105.150519822682	473.578078390859	-206.550624774687
98.6451856470195	441.910389106533	-198.748787066804
102.417186168868	457.766503778876	-208.47118842398
103.683069629021	466.939971083341	-203.766589221331
106.579054972135	475.803303034888	-213.956441907167
96.4549935327781	436.083775163789	-193.939712306099
108.690000516293	481.361689084865	-218.7867688498
102.859417206193	458.767952291499	-205.232673169216
104.149650284786	468.262402244836	-211.568786503275
95.6977134772404	435.534186319191	-189.196357072671
98.102978920909	443.553115803265	-196.901465776134
99.7207496786425	448.194575837229	-196.85248212627
96.9499072248181	436.979279302832	-194.972348869231
97.7095611858747	438.384307643253	-192.354131506685
95.4892320456114	428.370759684646	-193.01562000441
100.490906162837	448.528635022035	-200.225613174396
104.915158136808	468.58487654129	-210.903218541414
97.6497079258954	444.473314787887	-193.335124271771
92.6433275461334	422.715724407936	-189.195895691985
101.991304554634	461.519991500793	-200.582134782585
102.025926598574	455.718852008666	-201.095752796612
102.094417620683	458.310604353436	-203.07990021119
102.499799633597	463.649744742411	-206.638887387164
88.0765808824871	405.975002268124	-172.668559136701
107.547706877233	477.644492908857	-213.790908506844
101.839521041457	458.402866133825	-202.73328326706
101.5657105584	459.93870360528	-202.641748016389
95.2509859399452	428.196412537081	-193.092712385494
101.777294236693	456.511654583705	-203.387219910494
96.9842240097327	439.422129122298	-192.274420727856
100.84404569465	455.951948604405	-198.280949757833
99.4529916802878	446.770365799029	-202.369567966177
100.052975978618	453.457814821635	-202.212429504671
102.720422348187	463.449524177954	-203.877600813644
99.7770985339725	448.104049605487	-200.8960844973
98.0036079257573	440.897880696817	-199.100766287711
96.6922913458134	436.010668050099	-189.866326558208
98.8406720521047	448.409170033829	-198.704646676056
98.0298427842853	443.019065969183	-194.411221293048
103.900440594616	468.129130150997	-205.792861421531
100.391837683476	453.951515398799	-201.553630797131
98.0113582949889	441.252501060735	-198.203820765722
101.692980951813	455.027634723846	-205.199669266485
97.9230674206064	443.654486424762	-199.26276800572
107.676445720383	478.756160125662	-212.069622495477
95.0210466039825	426.342416113054	-190.363355167115
99.3582400169188	450.013186964005	-197.912700429925
104.086323504511	464.453912774801	-209.967412673285
97.4686765405937	441.879967425253	-191.151626355135
99.1862606182798	448.344836493995	-195.387225547829
101.645112815174	460.426612346807	-201.28079192499
95.941678315424	431.377928005624	-194.794354764788
103.993150682109	468.366455482001	-206.744667665875
93.4708403813762	419.946680087269	-190.298651831057
99.0633551524101	447.546812452035	-200.0042252632
93.3795619940683	422.521057016522	-188.968681195436
96.6661168461852	433.743196738587	-193.341297780014
109.235533403484	486.030586258584	-215.077378783882
98.9457774846686	446.067160317622	-195.486910295649
107.988434010365	480.137254991356	-213.52799925803
99.0286321133641	448.068833804236	-196.742975854555
97.7810418144875	437.47974382344	-197.723501048064
97.8820936980099	438.239653213845	-197.473612027689
102.818942594239	462.615048713571	-209.146106159105
96.2444568284375	431.545688218832	-188.892267465326
103.501064534277	466.872290540397	-205.802622122647
97.0225318185361	438.194493537519	-193.101635070393
106.916291249467	479.021112384342	-217.249327202359
96.7400308893076	439.777340985467	-193.525064434672
93.2390680635888	424.869256016455	-186.951488423455
105.96377785135	477.482676286394	-215.816219389507
102.814532299819	464.31284674933	-207.639607750463
96.1492256797702	437.542308662399	-194.930082033542
95.209852031623	431.451984128747	-191.656194661193
99.996490308875	453.012022425791	-200.341732768062
102.804032814067	463.667400506631	-204.368852744499
99.0106351053759	447.944027198272	-194.392543294368
99.9748931588518	449.816434169526	-198.13430204539
100.578654838131	452.306154958386	-203.178457909002
102.129784472817	455.13183090489	-203.353261252063
95.2958565936304	432.051516342859	-193.561415639679
109.934616271342	489.254351727406	-223.450302196534
94.6733237491454	426.989916570671	-188.808076563385
94.5569266819983	427.79680076563	-187.193761779674
99.0596301746699	446.245865751116	-196.113226360672
99.6417800704286	452.459228018032	-200.460780507751
100.803314950919	456.15503863486	-204.601054785112
98.9385386325063	443.787609965212	-194.944590203768
99.5599448676351	447.185600036807	-202.563249926105
99.1448687118609	448.463011286832	-197.085938788792
103.023793020966	460.100994384777	-208.08973523179
99.3790945117136	446.658096317111	-200.119112486904
98.9879732043031	443.375958833663	-199.781315528696
93.3947858248664	421.472125780514	-182.950891687876
92.9618932821504	424.420251065006	-182.616792612283
98.4288560103838	443.095974455859	-195.46430379492
96.253941048344	436.617016466101	-193.895593843305
92.9390384304093	424.999777967384	-188.689128177376
92.9627542046001	423.56717470553	-185.292819285227
102.889928778069	461.600190449112	-205.959807160114
100.423611940796	454.540871782148	-197.161610333212
101.560548011367	453.285885148365	-205.860073095492
93.4241462472098	422.791388063214	-190.831830429137
97.3807415155898	441.956364128447	-198.073264396601
99.6434290069816	449.221791975464	-201.375509969089
97.242354132802	439.955885639819	-193.760496669652
100.569593538017	451.46274248119	-201.656399118619
97.8532435146347	442.467517017275	-194.928752304465
105.678355995122	476.26599670024	-209.260063047567
102.102950269621	459.238595242738	-201.892261647219
98.5599902065584	448.068242035105	-197.353229248546
101.702219459606	457.811378640702	-199.930636663749
98.3548406785936	446.890576042095	-195.542724792777
104.283699147178	466.185121483199	-207.242375114483
104.187288695757	468.936835589992	-210.211235047869
98.5577027344843	445.811137875076	-197.093072279124
99.0155177790774	449.410057412128	-196.925713074229
110.531375978038	489.103059626703	-220.785873031037
100.33149285643	454.252238310151	-198.207464585654
96.0250136693992	437.290364345556	-189.59728974664
101.374436760937	454.775800414986	-202.771561608951
100.199690349431	449.401105456178	-203.070057297185
89.9707375273066	413.458290912937	-179.562457269422
101.313831905859	455.630276452848	-205.14758455013
104.465664489107	467.445534756057	-206.152032466432
98.41323217439	446.957521962615	-199.591412543624
105.027866788872	470.51639647861	-208.473707712653
100.506081049985	449.183964735653	-198.441010647833
104.320247067952	470.897709007833	-209.542438504981
99.8671475365153	449.589238990229	-197.705539991215
100.382004780206	454.743271257634	-198.372001872353
97.9588109107896	443.593798403524	-199.502092449405
103.63445433575	463.281960702366	-204.160828833869
98.4499355017566	445.594529929899	-194.781784900165
108.244217602207	485.86868114824	-217.755628853377
98.2694213930694	441.975125856768	-199.554327145252
97.4813890160418	438.335628299558	-197.574552336963
96.8764101793372	434.728730229788	-193.225332680221
100.449216707888	449.819841372961	-202.127634084407
103.482398383666	465.774197546289	-204.133144831981
105.679211043844	470.315374067418	-213.731695125059
102.770954476769	458.496864123667	-207.811142131882
90.9535468941467	413.390000249783	-181.180816965905
102.853516987358	461.393277005555	-203.998888464312
106.144319452967	472.757602273179	-213.571924032022
101.274282883737	455.808843504174	-203.545960830292
87.167772495579	402.521845400034	-176.390133348143
101.746726868043	457.619281470115	-200.391556371608
97.5469956931151	436.333577663622	-198.191767454602
99.8601585994284	450.006395434885	-197.781420362146
96.3754475160277	433.983971430645	-196.396618410337
97.9439145953844	442.673522989632	-194.122636970783
100.588124474833	449.47767359706	-198.270405622846
94.6244955863576	429.253456188274	-192.929979285176
100.653846275524	452.841609718267	-199.538638490249
97.8283631067104	443.18536548925	-197.042047517622
101.692067417297	453.72905596338	-201.572575831749
95.0735495442307	426.930233706821	-193.889704297808
104.426701873989	465.867700107324	-209.875525469855
100.212396949068	452.585615009084	-201.097708151682
